#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
  43100      9.40e-01      3.71e-03      5.05e-02    3.4e-04
  43200      8.44e-01      7.71e-04      4.57e-02    3.4e-04
  43300      9.37e-01      5.02e-04      5.07e-02    3.4e-04
  43400      8.93e-01      4.86e-04      4.83e-02    3.4e-04
  43500      7.97e-01      1.98e-03      4.30e-02    3.4e-04
  43600      9.03e-01      8.43e-04      4.89e-02    3.4e-04
  43700      1.13e+00      6.69e-04      6.14e-02    3.4e-04
  43800      9.33e-01      9.71e-04      5.05e-02    3.4e-04
  43900      9.46e-01      4.20e-03      5.07e-02    3.4e-04
  44000      9.53e-01      1.69e-03      5.28e-02    3.2e-04
  44100      1.90e+00      1.17e-02      1.05e-01    3.2e-04
  44200      8.99e-01      8.76e-04      4.99e-02    3.2e-04
  44300      7.93e-01      6.71e-03      4.24e-02    3.2e-04
  44400      9.55e-01      2.58e-03      5.28e-02    3.2e-04
  44500      9.86e-01      1.15e-03      5.47e-02    3.2e-04
  44600      9.33e-01      4.22e-04      5.18e-02    3.2e-04
  44700      7.94e-01      3.16e-03      4.38e-02    3.2e-04
  44800      1.03e+00      7.72e-04      5.71e-02    3.2e-04
  44900      7.98e-01      2.08e-03      4.41e-02    3.2e-04
  45000      8.70e-01      6.16e-04      4.83e-02    3.2e-04
  45100      7.80e-01      1.65e-03      4.32e-02    3.2e-04
  45200      9.51e-01      2.05e-03      5.27e-02    3.2e-04
  45300      1.47e+00      3.40e-02      5.39e-02    3.2e-04
  45400      8.58e-01      4.62e-04      4.77e-02    3.2e-04
  45500      9.29e-01      9.08e-04      5.16e-02    3.2e-04
  45600      9.13e-01      1.42e-03      5.06e-02    3.2e-04
  45700      8.06e-01      1.50e-03      4.47e-02    3.2e-04
  45800      1.06e+00      1.13e-02      5.55e-02    3.2e-04
  45900      8.00e-01      1.85e-04      4.44e-02    3.2e-04
  46000      8.81e-01      1.83e-03      5.01e-02    3.1e-04
  46100      9.33e-01      2.64e-02      5.25e-02    3.1e-04
  46200      7.64e-01      4.02e-04      4.35e-02    3.1e-04
  46300      7.79e-01      5.22e-03      4.37e-02    3.1e-04
  46400      8.86e-01      3.84e-03      5.00e-02    3.1e-04
  46500      8.96e-01      3.52e-03      5.06e-02    3.1e-04
  46600      9.20e-01      7.94e-03      5.03e-02    3.1e-04
  46700      8.53e-01      4.69e-03      4.78e-02    3.1e-04
  46800      1.07e+00      1.72e-03      6.11e-02    3.1e-04
  46900      8.53e-01      1.33e-03      4.85e-02    3.1e-04
  47000      9.33e-01      9.12e-05      5.32e-02    3.1e-04
  47100      7.65e-01      2.26e-03      4.34e-02    3.1e-04
  47200      8.90e-01      2.81e-04      5.07e-02    3.1e-04
  47300      1.27e+00      3.66e-02      7.15e-02    3.1e-04
  47400      9.90e-01      7.85e-03      5.64e-02    3.1e-04
  47500      6.91e-01      4.77e-04      3.94e-02    3.1e-04
  47600      8.59e-01      4.54e-05      4.90e-02    3.1e-04
  47700      9.41e-01      7.76e-04      5.36e-02    3.1e-04
  47800      7.90e-01      1.84e-04      4.50e-02    3.1e-04
  47900      1.37e+00      1.69e-02      7.81e-02    3.1e-04
  48000      8.10e-01      1.77e-04      4.74e-02    2.9e-04
  48100      8.70e-01      3.67e-04      5.08e-02    2.9e-04
  48200      9.06e-01      1.62e-04      5.29e-02    2.9e-04
  48300      8.41e-01      2.94e-03      4.88e-02    2.9e-04
  48400      7.43e-01      3.47e-03      4.29e-02    2.9e-04
  48500      8.98e-01      2.40e-03      5.23e-02    2.9e-04
  48600      8.39e-01      2.17e-04      4.90e-02    2.9e-04
  48700      1.18e+00      1.13e-03      6.91e-02    2.9e-04
  48800      9.63e-01      7.04e-03      5.46e-02    2.9e-04
  48900      9.58e-01      4.46e-03      5.53e-02    2.9e-04
  49000      1.96e+00      2.36e-02      1.14e-01    2.9e-04
  49100      8.62e-01      1.73e-04      5.04e-02    2.9e-04
  49200      8.24e-01      1.57e-03      4.80e-02    2.9e-04
  49300      7.69e-01      6.85e-04      4.49e-02    2.9e-04
  49400      1.04e+00      1.36e-02      5.48e-02    2.9e-04
  49500      8.73e-01      1.32e-04      5.10e-02    2.9e-04
  49600      1.29e+00      4.05e-02      7.44e-02    2.9e-04
  49700      8.06e-01      4.59e-03      4.62e-02    2.9e-04
  49800      7.81e-01      2.14e-03      4.54e-02    2.9e-04
  49900      9.61e-01      1.90e-04      5.62e-02    2.9e-04
  50000      8.09e-01      1.61e-04      4.85e-02    2.8e-04
  50100      8.25e-01      6.18e-04      4.95e-02    2.8e-04
  50200      7.68e-01      3.22e-04      4.61e-02    2.8e-04
  50300      8.13e-01      6.66e-04      4.87e-02    2.8e-04
  50400      7.26e-01      4.22e-03      4.27e-02    2.8e-04
  50500      1.32e+00      1.69e-02      7.90e-02    2.8e-04
  50600      1.43e+00      3.97e-03      8.60e-02    2.8e-04
  50700      8.40e-01      2.17e-04      5.03e-02    2.8e-04
  50800      7.84e-01      4.37e-05      4.70e-02    2.8e-04
  50900      7.70e-01      2.28e-04      4.62e-02    2.8e-04
  51000      7.11e-01      1.79e-03      4.25e-02    2.8e-04
  51100      7.68e-01      1.25e-03      4.60e-02    2.8e-04
  51200      8.20e-01      1.29e-03      4.91e-02    2.8e-04
  51300      1.13e+00      1.11e-03      6.79e-02    2.8e-04
  51400      7.56e-01      8.07e-03      4.24e-02    2.8e-04
  51500      7.43e-01      5.55e-03      4.36e-02    2.8e-04
  51600      8.08e-01      3.58e-03      4.79e-02    2.8e-04
  51700      7.68e-01      1.88e-03      4.59e-02    2.8e-04
  51800      8.16e-01      3.60e-03      4.84e-02    2.8e-04
  51900      7.48e-01      8.38e-04      4.48e-02    2.8e-04
  52000      7.21e-01      1.53e-03      4.42e-02    2.6e-04
  52100      1.11e+00      1.34e-02      6.26e-02    2.6e-04
  52200      7.90e-01      1.42e-03      4.85e-02    2.6e-04
  52300      7.78e-01      1.94e-03      4.77e-02    2.6e-04
  52400      6.92e-01      1.61e-03      4.24e-02    2.6e-04
  52500      7.14e-01      2.97e-04      4.39e-02    2.6e-04
  52600      7.01e-01      3.44e-04      4.31e-02    2.6e-04
  52700      8.75e-01      2.89e-04      5.38e-02    2.6e-04
  52800      1.64e+00      1.00e-02      1.01e-01    2.6e-04
  52900      9.52e-01      8.37e-04      5.85e-02    2.6e-04
  53000      7.23e-01      1.03e-03      4.44e-02    2.6e-04
  53100      8.42e-01      9.72e-04      5.17e-02    2.6e-04
  53200      7.91e-01      5.55e-04      4.86e-02    2.6e-04
  53300      7.80e-01      7.31e-04      4.79e-02    2.6e-04
  53400      7.82e-01      2.11e-03      4.79e-02    2.6e-04
  53500      9.80e-01      2.00e-03      6.02e-02    2.6e-04
  53600      7.25e-01      1.15e-03      4.45e-02    2.6e-04
  53700      6.38e-01      4.17e-03      3.83e-02    2.6e-04
  53800      7.74e-01      1.14e-03      4.76e-02    2.6e-04
  53900      8.28e-01      4.47e-03      5.01e-02    2.6e-04
  54000      7.23e-01      5.42e-03      4.42e-02    2.5e-04
  54100      6.91e-01      3.02e-03      4.31e-02    2.5e-04
  54200      1.08e+00      2.21e-03      6.79e-02    2.5e-04
  54300      6.13e-01      2.50e-04      3.87e-02    2.5e-04
  54400      9.59e-01      1.38e-03      6.04e-02    2.5e-04
  54500      7.48e-01      7.52e-04      4.72e-02    2.5e-04
  54600      9.15e-01      7.33e-04      5.77e-02    2.5e-04
  54700      7.88e-01      1.35e-03      4.96e-02    2.5e-04
  54800      9.48e-01      2.41e-03      5.96e-02    2.5e-04
  54900      7.90e-01      1.48e-03      4.98e-02    2.5e-04
  55000      7.62e-01      1.33e-03      4.80e-02    2.5e-04
  55100      8.69e-01      3.52e-03      5.43e-02    2.5e-04
  55200      7.74e-01      6.32e-03      4.69e-02    2.5e-04
  55300      1.03e+00      1.06e-02      6.06e-02    2.5e-04
  55400      9.87e-01      4.45e-03      6.15e-02    2.5e-04
  55500      7.23e-01      4.57e-03      4.46e-02    2.5e-04
  55600      7.21e-01      2.39e-03      4.53e-02    2.5e-04
  55700      6.45e-01      3.81e-04      4.07e-02    2.5e-04
  55800      9.20e-01      3.60e-03      5.76e-02    2.5e-04
  55900      8.22e-01      1.09e-02      4.63e-02    2.5e-04
  56000      6.69e-01      5.25e-04      4.33e-02    2.4e-04
  56100      8.03e-01      9.56e-05      5.20e-02    2.4e-04
  56200      7.15e-01      2.16e-03      4.60e-02    2.4e-04
  56300      7.49e-01      2.05e-03      4.84e-02    2.4e-04
  56400      7.27e-01      1.27e-03      4.70e-02    2.4e-04
  56500      7.50e-01      4.38e-04      4.86e-02    2.4e-04
  56600      7.96e-01      1.20e-03      5.15e-02    2.4e-04
  56700      8.80e-01      1.57e-03      5.68e-02    2.4e-04
  56800      6.47e-01      3.17e-03      4.15e-02    2.4e-04
  56900      6.20e-01      4.50e-03      3.89e-02    2.4e-04
  57000      7.11e-01      1.25e-03      4.60e-02    2.4e-04
  57100      7.72e-01      3.33e-03      4.94e-02    2.4e-04
  57200      1.05e+00      2.41e-02      5.24e-02    2.4e-04
  57300      7.36e-01      4.06e-04      4.76e-02    2.4e-04
  57400      7.07e-01      1.39e-03      4.57e-02    2.4e-04
  57500      6.47e-01      1.40e-04      4.19e-02    2.4e-04
  57600      7.29e-01      1.50e-03      4.71e-02    2.4e-04
  57700      6.25e-01      2.10e-04      4.04e-02    2.4e-04
  57800      7.04e-01      7.81e-04      4.56e-02    2.4e-04
  57900      7.48e-01      9.61e-04      4.84e-02    2.4e-04
  58000      8.58e-01      4.64e-04      5.70e-02    2.3e-04
  58100      8.37e-01      1.52e-03      5.55e-02    2.3e-04
  58200      7.22e-01      2.31e-03      4.77e-02    2.3e-04
  58300      6.44e-01      8.16e-03      3.86e-02    2.3e-04
  58400      6.98e-01      1.49e-03      4.62e-02    2.3e-04
  58500      7.39e-01      4.93e-04      4.91e-02    2.3e-04
  58600      6.96e-01      4.30e-04      4.62e-02    2.3e-04
  58700      8.52e-01      2.24e-03      5.63e-02    2.3e-04
  58800      6.26e-01      3.08e-04      4.16e-02    2.3e-04
  58900      7.37e-01      1.35e-03      4.89e-02    2.3e-04
  59000      8.18e-01      6.99e-04      5.43e-02    2.3e-04
  59100      8.22e-01      6.85e-03      5.23e-02    2.3e-04
  59200      1.08e+00      1.64e-02      6.13e-02    2.3e-04
  59300      7.80e-01      4.57e-03      5.07e-02    2.3e-04
  59400      6.78e-01      5.82e-04      4.50e-02    2.3e-04
  59500      3.36e+00      8.49e-02      2.21e-01    2.3e-04
  59600      6.89e-01      1.16e-03      4.57e-02    2.3e-04
  59700      6.94e-01      5.23e-04      4.61e-02    2.3e-04
  59800      7.10e-01      1.23e-04      4.71e-02    2.3e-04
  59900      7.33e-01      1.21e-03      4.86e-02    2.3e-04
  60000      5.68e-01      3.10e-03      3.87e-02    2.1e-04
  60100      6.93e-01      7.05e-03      4.52e-02    2.1e-04
  60200      7.27e-01      6.08e-03      4.74e-02    2.1e-04
  60300      7.27e-01      2.75e-03      4.91e-02    2.1e-04
  60400      6.23e-01      2.25e-03      4.23e-02    2.1e-04
  60500      5.58e-01      4.80e-04      3.80e-02    2.1e-04
  60600      6.08e-01      1.48e-03      4.12e-02    2.1e-04
  60700      6.61e-01      1.46e-03      4.49e-02    2.1e-04
  60800      6.76e-01      2.22e-03      4.59e-02    2.1e-04
  60900      7.06e-01      7.72e-03      4.44e-02    2.1e-04
  61000      6.96e-01      2.99e-03      4.69e-02    2.1e-04
  61100      9.71e-01      2.15e-03      6.59e-02    2.1e-04
  61200      6.41e-01      1.04e-03      4.36e-02    2.1e-04
  61300      7.36e-01      6.42e-04      5.01e-02    2.1e-04
  61400      5.35e-01      2.27e-03      3.61e-02    2.1e-04
  61500      8.77e-01      6.53e-04      5.97e-02    2.1e-04
  61600      7.55e-01      4.52e-04      5.14e-02    2.1e-04
  61700      7.66e-01      2.84e-04      5.22e-02    2.1e-04
  61800      8.66e-01      2.84e-03      5.86e-02    2.1e-04
  61900      6.66e-01      7.78e-04      4.53e-02    2.1e-04
  62000      8.72e-01      8.63e-03      5.72e-02    2.0e-04
  62100      6.91e-01      6.69e-03      4.54e-02    2.0e-04
  62200      6.04e-01      3.57e-03      4.13e-02    2.0e-04
  62300      6.61e-01      1.35e-03      4.61e-02    2.0e-04
  62400      6.52e-01      1.85e-03      4.53e-02    2.0e-04
  62500      5.95e-01      4.87e-04      4.16e-02    2.0e-04
  62600      7.46e-01      2.13e-03      5.19e-02    2.0e-04
  62700      5.53e-01      5.82e-04      3.86e-02    2.0e-04
  62800      8.74e-01      1.60e-03      6.10e-02    2.0e-04
  62900      7.86e-01      1.79e-03      5.48e-02    2.0e-04
  63000      7.70e-01      6.18e-04      5.38e-02    2.0e-04
  63100      6.12e-01      3.27e-04      4.27e-02    2.0e-04
  63200      7.61e-01      9.50e-03      4.79e-02    2.0e-04
  63300      9.78e-01      2.12e-02      4.49e-02    2.0e-04
  63400      5.87e-01      5.88e-04      4.10e-02    2.0e-04
  63500      6.83e-01      1.65e-04      4.77e-02    2.0e-04
  63600      6.96e-01      3.18e-04      4.86e-02    2.0e-04
  63700      6.21e-01      2.71e-04      4.34e-02    2.0e-04
  63800      6.48e-01      4.27e-04      4.53e-02    2.0e-04
  63900      7.28e-01      2.40e-03      5.09e-02    2.0e-04
  64000      6.74e-01      5.03e-05      4.83e-02    1.9e-04
  64100      6.91e-01      7.68e-05      4.95e-02    1.9e-04
  64200      6.64e-01      9.79e-04      4.75e-02    1.9e-04
  64300      5.74e-01      5.61e-03      3.95e-02    1.9e-04
  64400      7.11e-01      4.17e-03      4.99e-02    1.9e-04
  64500      6.48e-01      1.68e-03      4.63e-02    1.9e-04
  64600      6.54e-01      1.45e-03      4.67e-02    1.9e-04
  64700      6.07e-01      5.78e-04      4.35e-02    1.9e-04
  64800      1.27e+00      4.52e-03      9.11e-02    1.9e-04
  64900      7.26e-01      3.63e-04      5.21e-02    1.9e-04
  65000      8.32e-01      1.65e-03      5.95e-02    1.9e-04
  65100      6.95e-01      2.03e-03      4.95e-02    1.9e-04
  65200      6.92e-01      9.75e-04      4.96e-02    1.9e-04
  65300      5.92e-01      4.16e-04      4.25e-02    1.9e-04
  65400      5.31e-01      3.39e-04      3.81e-02    1.9e-04
  65500      7.00e-01      2.15e-03      4.99e-02    1.9e-04
  65600      6.55e-01      9.64e-04      4.69e-02    1.9e-04
  65700      1.50e+00      1.74e-01      8.10e-02    1.9e-04
  65800      5.94e-01      3.25e-03      4.18e-02    1.9e-04
  65900      5.98e-01      1.42e-03      4.27e-02    1.9e-04
  66000      6.10e-01      3.02e-03      4.44e-02    1.8e-04
  66100      6.73e-01      6.38e-04      4.94e-02    1.8e-04
  66200      5.58e-01      2.71e-03      4.05e-02    1.8e-04
  66300      6.95e-01      6.36e-03      4.83e-02    1.8e-04
  66400      6.25e-01      2.27e-03      4.56e-02    1.8e-04
  66500      6.46e-01      6.10e-03      4.48e-02    1.8e-04
  66600      7.53e-01      5.79e-04      5.54e-02    1.8e-04
  66700      6.44e-01      1.23e-03      4.73e-02    1.8e-04
  66800      5.66e-01      1.29e-03      4.15e-02    1.8e-04
  66900      6.29e-01      2.51e-03      4.60e-02    1.8e-04
  67000      7.72e-01      4.05e-03      5.62e-02    1.8e-04
  67100      6.40e-01      5.79e-04      4.70e-02    1.8e-04
  67200      5.72e-01      5.74e-04      4.20e-02    1.8e-04
  67300      6.83e-01      1.46e-03      5.01e-02    1.8e-04
  67400      5.87e-01      1.25e-04      4.32e-02    1.8e-04
  67500      6.08e-01      1.55e-04      4.47e-02    1.8e-04
  67600      6.06e-01      6.28e-04      4.45e-02    1.8e-04
  67700      6.21e-01      1.72e-03      4.55e-02    1.8e-04
  67800      6.13e-01      1.12e-03      4.50e-02    1.8e-04
  67900      5.81e-01      4.45e-04      4.27e-02    1.8e-04
  68000      5.87e-01      1.27e-03      4.42e-02    1.7e-04
  68100      6.51e-01      3.91e-03      4.79e-02    1.7e-04
  68200      7.21e-01      8.71e-04      5.43e-02    1.7e-04
  68300      1.12e+00      2.54e-02      4.90e-02    1.7e-04
  68400      6.56e-01      2.25e-04      4.95e-02    1.7e-04
  68500      6.02e-01      9.93e-04      4.53e-02    1.7e-04
  68600      6.37e-01      3.84e-04      4.81e-02    1.7e-04
  68700      6.02e-01      1.38e-03      4.52e-02    1.7e-04
  68800      5.76e-01      1.32e-03      4.33e-02    1.7e-04
  68900      5.48e-01      1.14e-03      4.12e-02    1.7e-04
  69000      5.61e-01      1.22e-03      4.22e-02    1.7e-04
  69100      5.48e-01      9.99e-04      4.13e-02    1.7e-04
  69200      6.02e-01      1.17e-03      4.54e-02    1.7e-04
  69300      5.93e-01      1.24e-03      4.46e-02    1.7e-04
  69400      5.22e-01      1.00e-03      3.93e-02    1.7e-04
  69500      5.71e-01      4.04e-04      4.30e-02    1.7e-04
  69600      5.98e-01      1.97e-03      4.49e-02    1.7e-04
  69700      6.00e-01      4.92e-04      4.53e-02    1.7e-04
  69800      6.67e-01      1.00e-03      5.02e-02    1.7e-04
  69900      6.80e-01      7.80e-04      5.12e-02    1.7e-04
  70000      5.71e-01      2.66e-03      4.36e-02    1.7e-04
  70100      6.11e-01      4.44e-04      4.73e-02    1.7e-04
  70200      5.63e-01      1.65e-03      4.33e-02    1.7e-04
  70300      5.51e-01      1.92e-03      4.23e-02    1.7e-04
  70400      6.05e-01      1.19e-02      4.65e-02    1.7e-04
  70500      6.40e-01      6.05e-04      4.95e-02    1.7e-04
  70600      6.03e-01      1.86e-03      4.64e-02    1.7e-04
  70700      5.84e-01      3.87e-03      4.39e-02    1.7e-04
  70800      5.08e-01      7.03e-04      3.93e-02    1.7e-04
  70900      6.21e-01      9.41e-03      4.03e-02    1.7e-04
  71000      4.98e-01      2.79e-04      3.85e-02    1.7e-04
  71100      6.24e-01      3.88e-03      4.71e-02    1.7e-04
  71200      6.44e-01      2.77e-03      4.93e-02    1.7e-04
  71300      6.10e-01      1.90e-03      4.69e-02    1.7e-04
  71400      5.25e-01      1.39e-03      4.05e-02    1.7e-04
  71500      5.20e-01      1.87e-04      4.02e-02    1.7e-04
  71600      5.87e-01      4.73e-04      4.54e-02    1.7e-04
  71700      6.22e-01      2.97e-03      4.74e-02    1.7e-04
  71800      6.00e-01      3.31e-03      4.56e-02    1.7e-04
  71900      5.79e-01      4.18e-03      4.33e-02    1.7e-04
  72000      5.23e-01      1.14e-03      4.15e-02    1.6e-04
  72100      5.33e-01      1.19e-03      4.22e-02    1.6e-04
  72200      6.64e-01      2.57e-04      5.27e-02    1.6e-04
  72300      5.51e-01      4.02e-04      4.37e-02    1.6e-04
  72400      6.69e-01      1.57e-04      5.31e-02    1.6e-04
  72500      5.54e-01      1.90e-03      4.36e-02    1.6e-04
  72600      5.09e-01      1.29e-04      4.04e-02    1.6e-04
  72700      5.23e-01      4.24e-04      4.15e-02    1.6e-04
  72800      5.66e-01      1.58e-03      4.47e-02    1.6e-04
  72900      5.96e-01      7.60e-04      4.72e-02    1.6e-04
  73000      6.31e-01      8.19e-03      4.42e-02    1.6e-04
  73100      6.54e-01      1.83e-03      5.17e-02    1.6e-04
  73200      5.77e-01      1.38e-03      4.57e-02    1.6e-04
  73300      5.36e-01      2.35e-03      4.20e-02    1.6e-04
  73400      6.47e-01      1.02e-02      4.23e-02    1.6e-04
  73500      5.19e-01      1.76e-03      4.10e-02    1.6e-04
  73600      5.23e-01      8.48e-04      4.15e-02    1.6e-04
  73700      6.06e-01      1.48e-04      4.81e-02    1.6e-04
